f.1,f.2,f.3,f.4
2.3563,3.0274,3.3657,7.5055
1.5041,1.9651,2.3453,5.4329
2.2728,3.0044,3.4857,8.0039
2.1492,2.9287,3.2417,7.4013
2.0866,2.5915,2.8389,6.6451
2.2397,2.8963,3.2274,7.2167
2.6049,3.331,3.7373,8.2706
2.0423,2.6058,2.9705,6.4272
1.8802,2.5533,3.0112,7.2619
2.0727,2.8602,3.2609,7.5276
1.7655,2.1535,2.3907,5.6351
1.7907,2.3656,2.6837,5.8579
2.1776,2.8328,3.2147,7.0027
2.0522,2.5105,2.7033,6.3777
2.4743,3.0384,3.3163,7.6744
1.9797,2.7726,3.3351,7.5544
2.0073,2.5863,2.9237,6.8043
2.1842,2.9054,3.2918,7.338
2.4396,3.1401,3.3795,8.0272
1.7078,2.1167,2.3226,5.3486
2.1259,2.6399,2.9246,6.6342
2.2016,2.8551,3.2097,7.0267
1.7083,2.2202,2.6165,6.0732
1.7703,2.3539,2.597,6.1017
2.5534,3.3677,3.6968,8.6366
2.2015,2.7675,3.0677,7.0103
2.5839,3.2455,3.6292,8.1483
2.2295,3.0752,3.5277,7.4169
1.9392,2.3297,2.5283,5.9374
1.6397,2.2505,2.8132,6.5502
2.034,2.781,3.269,7.6255
1.73,2.2697,2.5881,5.7881
2.1064,2.759,3.1279,6.9674
2.1196,2.7933,3.0539,6.9964
2.013,2.4619,2.7064,6.2568
2.2989,3.0578,3.444,7.4816
2.0277,2.8804,3.8106,8.6346
1.7811,2.2912,2.6774,6.046
2.0909,2.6642,2.8717,7.01
2.1082,2.8174,3.1041,7.0725
1.9806,2.4173,2.6635,6.1818
2.1546,2.7427,3.0695,6.8303
2.4952,3.1548,3.5587,7.8214
1.484,1.9946,2.3378,5.4986
1.8622,2.4971,2.8276,6.68
1.9747,2.7145,3.0574,6.8911
2.1145,2.5857,2.8857,6.6625
2.1808,2.8524,3.2404,7.0409
2.4894,3.1507,3.4161,7.9311
2.0363,2.4946,2.7417,6.3009
1.9147,2.5919,3.1457,7.4616
1.9585,2.757,3.2368,7.0962
1.9848,2.5621,2.9114,6.5682
2.0444,2.6702,2.9102,6.7472
2.3808,3.0681,3.3684,7.7176
1.73,2.144,2.3936,5.3868
2.1147,2.6272,2.9575,6.557
2.182,3.0576,3.8226,8.5456
2.0983,2.6583,2.918,7.1153
2.0446,2.7699,3.1073,6.9367
2.4667,3.2767,3.6557,8.1981
2.1048,2.695,3.0442,6.6997
2.4908,3.167,3.5978,7.8356
2.2083,2.937,3.2108,7.2492
1.5869,1.9974,2.2493,5.4737
1.8335,2.4021,2.699,6.2662
2.1714,2.844,3.1758,7.3005
1.6654,2.1266,2.4141,5.3146
2.4154,3.017,3.2573,7.6503
2.4872,3.2316,3.5596,8.0176
2.294,2.7664,3.0674,7.0096
1.9471,2.6826,3.2021,7.1838
2.3286,3.1892,3.676,8.2899
1.7798,2.1826,2.3571,5.6603
2.1771,2.7002,2.9482,6.9172
2.0229,2.7164,3.0513,6.6573
1.9393,2.3668,2.6613,5.9649
2.0647,2.655,3.0219,6.5253
1.6444,2.2923,2.98,7.2203
1.9167,2.5458,2.9329,6.8005
2.3223,3.0885,3.4852,8.0673
2.4419,3.3216,3.7538,8.3275
2.1007,2.5513,2.8904,6.5256
2.0175,2.6028,2.8562,6.4886
2.4159,3.0743,3.3976,7.6652
1.5822,2.1189,2.6245,6.0931
1.9729,2.6526,3.1307,7.2313
2.0263,2.8258,3.282,7.136
1.9067,2.382,2.5556,6.1695
2.059,2.6525,2.9008,6.684
2.8971,3.6927,4.0765,9.2578
1.8473,2.305,2.5962,5.7602
1.8441,2.5088,3.1623,7.2252
2.0094,2.7374,3.0999,7.2917
1.9207,2.3935,2.6206,6.2825
1.9846,2.6242,2.9314,6.5654
2.3693,3.0867,3.4535,7.7003
1.9889,2.4927,2.8269,6.219
2.2539,2.7775,3.0104,7.0264
1.6594,2.3574,2.9448,6.6243
1.6078,2.031,2.2948,5.4085
2.2034,2.9044,3.2895,7.3997
2.5902,3.3942,3.8337,8.5517
1.9574,2.4453,2.6634,6.187
2.3737,2.9621,3.26,7.4577
2.4465,3.1713,3.5447,7.8259
1.8258,2.4217,2.932,6.8656
1.8638,2.5997,3.0738,6.6342
2.1825,2.9363,3.2304,7.5505
1.7285,2.1504,2.3738,5.4804
2.1127,2.6415,2.9405,6.6682
2.0413,2.7243,3.0912,6.6487
2.366,2.8931,3.3004,7.2442
1.9767,2.6683,3.0816,7.4363
2.3551,3.168,3.5388,8.4895
1.9287,2.5303,2.8213,6.3984
2.3294,3.0282,3.3762,7.6209
2.3841,3.1943,3.6107,7.8337
1.8591,2.188,2.3507,5.652
1.9592,2.4751,2.7206,6.1813
1.895,2.5884,3.077,7.2374
1.715,2.1923,2.4809,5.7301
2.0635,2.6622,3.001,6.8336
2.2423,3.035,3.3381,7.5268
2.2046,2.7217,2.981,6.9027
2.3125,2.9894,3.3328,7.3988
2.6864,3.4286,3.8487,8.478
1.5184,2.0298,2.56,5.7714
1.8794,2.4787,2.8059,6.7971
2.0559,2.778,3.1123,7.1998
1.9387,2.4046,2.6618,6.2259
1.9166,2.5514,2.8879,6.2899
2.2985,3.0021,3.4012,7.3975
1.8495,2.2995,2.5074,5.7912
1.9858,2.7331,3.4675,8.2885
2.1473,3.0281,3.6024,8.0545
1.9884,2.5016,2.8281,6.5307
2.2035,2.8797,3.2749,7.2431
2.4462,3.0967,3.3208,7.914
1.8244,2.3166,2.5445,5.7957
2.2381,2.8174,3.1184,7.0409
1.7547,2.4862,3.2095,7.2349
1.8576,2.4433,2.844,6.5644
1.8525,2.4907,2.7369,6.375
2.1925,2.9047,3.181,7.3879
1.985,2.4049,2.6605,6.151
2.4336,2.9856,3.3369,7.5408
2.283,3.039,3.4617,7.4008
1.6937,2.1905,2.5163,6.178
1.9408,2.5852,2.9231,6.8427
2.2895,3.0415,3.3911,7.8865
1.882,2.4118,2.7126,6.0712
2.2616,2.8879,3.262,7.2149
2.2528,2.9096,3.1713,7.2686
1.8385,2.1608,2.3724,5.555
1.5173,2.085,2.5217,5.6394
2.299,3.1413,3.6452,8.2554
1.9899,2.565,2.9291,6.5137
2.3087,2.9222,3.1689,7.4837
2.2236,2.9839,3.3218,7.3526
2.1534,2.6499,2.9548,6.6777
2.2644,2.916,3.2954,7.182
2.0297,2.8458,3.5731,8.1188
1.5556,1.9907,2.1768,5.1755
1.9411,2.4963,2.7283,6.4372
2.0475,2.7169,3.0157,6.7856
1.9171,2.3384,2.6079,5.9455
2.3396,3.0581,3.4704,7.5045
2.6347,3.3283,3.6069,8.3491
1.8761,2.4789,2.8515,6.775
2.2473,2.9787,3.3485,7.8881
2.0946,2.9383,3.3542,7.254
1.8513,2.2614,2.5569,5.7687
1.9578,2.4714,2.6837,6.2248
2.3184,2.9087,3.193,7.3032
1.7548,2.1845,2.438,5.4654
1.5938,2.1938,2.8612,6.6336
1.8409,2.5724,3.1174,6.9458
2.1838,2.7567,2.9996,7.3
2.1645,2.9026,3.2307,7.2687
2.5775,3.3926,3.773,8.4819
1.9614,2.4056,2.7106,6.0714
2.3887,2.9537,3.3543,7.3763
1.7332,2.4239,3.0466,7.0871
1.7943,2.3033,2.6079,6.2309
2.0049,2.6572,2.9964,6.8536
2.3371,3.0785,3.4551,7.824
1.7745,2.3331,2.674,5.7409
2.0777,2.6288,2.8376,6.6267
2.5733,3.3904,3.7363,8.3734
1.7882,2.3228,2.7614,6.6317
1.96,2.6599,3.098,6.9517
2.3503,3.1724,3.6152,8.1414
1.9443,2.4334,2.6258,6.2434
2.3231,2.9109,3.1755,7.4051
2.1386,2.8874,3.2382,7.063
2.1106,2.6121,2.9314,6.5408
1.75,2.4473,3.099,6.9168
2.0621,2.8073,3.1601,7.6176
1.5652,1.9623,2.1629,5.0592
2.3753,3.0051,3.3278,7.6665
2.5081,3.2756,3.679,8.1288
2.2634,2.7279,3.0927,6.9121
2.0624,2.6803,2.9449,6.641
1.977,2.7416,3.3349,7.8163
1.8432,2.4169,2.75,6.315
2.207,2.9006,3.2683,7.4513
2.1501,2.961,3.3837,7.2543
1.8141,2.1788,2.3651,5.6027
2.0071,2.5237,2.7897,6.3217
2.3422,2.9328,3.2735,7.3144
1.8384,2.4582,2.9407,6.5906
2.2642,3.0385,3.5308,7.9301
2.2989,3.0786,3.3534,7.8628
2.194,2.713,2.949,6.9757
2.2041,2.8849,3.2082,7.1527
2.5751,3.3173,3.7107,8.2178
1.9605,2.3873,2.7056,6.0016
1.8626,2.4554,2.7869,6.8704
1.8229,2.5327,2.8769,6.4439
1.8298,2.3144,2.5657,5.9425
1.959,2.5789,2.9001,6.4089
2.8081,3.6432,4.1125,9.0216
2.1044,2.6724,2.9161,6.6828
2.5204,3.1702,3.491,7.9234
1.8524,2.6392,3.543,8.0678
1.762,2.2201,2.561,6.0326
1.8547,2.4982,2.8897,6.3154
2.169,2.8327,3.0845,7.2491
1.804,2.2378,2.4641,5.6859
2.1876,2.7237,3.0281,6.8615
2.1074,2.8022,3.1735,6.8413
1.5661,2.1053,2.668,6.1224
2.1458,2.8866,3.2865,7.7796
2.5129,3.3672,3.753,8.8272
1.7939,2.2787,2.559,5.7515
2.2481,2.8571,3.2181,7.1657
2.3237,3.0751,3.508,7.5165
2.0162,2.4078,2.5816,6.1726
1.6583,2.2781,2.7638,6.4377
2.0413,2.7889,3.2152,7.5266
1.8408,2.3802,2.6739,6.1251
2.1855,2.8268,3.1741,7.1779
1.9685,2.6511,2.9003,6.5732
2.122,2.5511,2.7838,6.5232
2.3059,2.9128,3.2344,7.2613
2.0603,2.8535,3.576,8.3384
1.8535,2.4404,2.8312,6.3572
2.1584,2.7919,3.0253,7.2761
2.2854,3.0261,3.3253,7.6342
2.1574,2.648,2.9245,6.7504
1.9856,2.6644,3.0199,6.5006
2.3909,3.1285,3.5465,7.6572
1.4495,1.8557,2.1019,5.0757
1.8187,2.3612,2.6368,6.2927
2.2481,3.0601,3.4498,7.6882
2.1326,2.6375,2.9558,6.7354
2.314,2.9842,3.3866,7.3965
2.5769,3.2343,3.5159,8.1537
1.9228,2.44,2.7062,6.0741
1.9164,2.6137,3.1362,7.2801
2.0845,2.9032,3.3712,7.5011
1.8494,2.2889,2.5979,5.9206
1.8561,2.3829,2.5739,6.0261
2.2119,2.8121,3.0653,7.0903
1.8252,2.2348,2.4705,5.649
2.6496,3.2607,3.6431,8.1766
2.0078,2.8571,3.501,7.6006
2.0029,2.5654,2.7906,6.7596
2.1531,2.8506,3.1388,7.2323
2.5127,3.2816,3.6231,8.2738
1.8302,2.2839,2.565,5.7303
2.2443,2.8049,3.1721,6.9891
2.2257,2.8439,3.0946,7.0973
1.5597,2.0654,2.5184,6.1404
1.7011,2.3379,2.7466,6.1942
2.0544,2.802,3.1943,7.2568
2.2176,2.8765,3.2643,7.2535
2.5087,3.1745,3.4319,8.0961
2.4143,3.2216,3.5699,7.9462
2.002,2.3797,2.6468,6.0795
1.7384,2.3696,2.9924,6.8801
2.1304,2.904,3.4555,7.9168
1.6347,2.1176,2.3354,5.4128
2.0355,2.6287,2.8967,6.6899
2.1086,2.817,3.1548,6.961
2.0124,2.4735,2.7834,6.2343
1.9637,2.6007,2.9748,6.3336
2.0651,2.8719,3.5206,8.5274
1.8152,2.3038,2.5606,6.1275
2.2122,2.8448,3.1481,7.4262
2.1187,2.895,3.2733,7.1472
2.0589,2.5534,2.8796,6.4484
2.1039,2.6773,2.9023,6.7173
2.454,3.0935,3.3899,7.7488
1.6055,2.165,2.597,5.9814
1.9756,2.6643,3.0766,7.0917
2.1065,2.9007,3.3135,7.3342
1.7726,2.1445,2.3037,5.5792
2.1653,2.8412,3.1476,7.0475
2.6097,3.3614,3.7375,8.3499
2.141,2.6761,3.0142,6.6716
2.03,2.7775,3.4326,7.8612
2.0493,2.8378,3.2072,7.3784
2.0526,2.6182,2.8786,6.7755
2.1953,2.8871,3.2168,7.235
2.5364,3.2895,3.6839,8.1967
1.6773,2.0827,2.3776,5.2043
2.0169,2.4746,2.6958,6.2547
1.7511,2.4121,2.8735,6.6492
2.0852,2.6272,2.9523,6.9592
2.1904,2.9124,3.3047,7.32
2.5851,3.3983,3.849,8.4803
2.0685,2.5433,2.7351,6.4812
2.4471,3.0161,3.2889,7.6337
2.1486,2.9097,3.2668,7.0939
1.6624,2.1249,2.4592,5.7555
1.8783,2.5046,2.8788,6.4299
2.151,2.7934,3.0164,7.2163
1.7029,2.1467,2.3571,5.4243
2.0874,2.6251,2.9061,6.6006
2.6343,3.4415,3.8673,8.468
2.4382,2.9599,3.3538,7.4357
1.7348,2.4174,3.0204,7.0076
2.1648,2.9914,3.4946,8.202
1.8042,2.2838,2.5546,5.9266
2.197,2.8087,3.1427,7.1855
2.1729,2.9262,3.3296,7.1793
1.9663,2.3815,2.5794,6.0889
2.1232,2.6822,2.9589,6.702
1.7863,2.4951,3.2348,7.6253
1.6113,2.1768,2.5539,5.6667
2.4106,3.2453,3.7237,8.3122
2.4146,3.2586,3.5812,8.1985
2.0003,2.3897,2.625,6.1689
2.0959,2.6901,3.0152,6.6758
2.496,3.172,3.5767,7.8545
1.6598,2.2022,2.7167,6.1654
1.9717,2.5745,2.8417,6.9947
1.9542,2.678,2.989,6.7796
1.9198,2.4037,2.651,6.1554
2.0599,2.6779,2.9993,6.6609
2.3942,3.0753,3.4656,7.6191
1.9751,2.4001,2.5975,6.0968
1.9607,2.6183,3.1008,7.4663
2.1976,2.9912,3.4305,7.9156
2.0758,2.5952,2.9027,6.7666
1.9972,2.6993,3.0866,6.6349
2.334,3.0217,3.2827,7.5952
1.9523,2.4503,2.6992,6.1463
2.3266,2.9092,3.2353,7.2696
1.7817,2.5423,3.1757,6.9837
1.7152,2.1838,2.5113,5.7491
1.8427,2.3896,2.6082,6.1386
2.6434,3.4065,3.7356,8.6712
2.0053,2.5625,2.8701,6.3847
2.4478,3.1033,3.4939,7.7111
2.4754,3.2745,3.7316,7.9739
1.8735,2.4553,2.8111,6.8414
1.9755,2.6921,3.0539,6.9463
2.3329,3.142,3.5165,8.0065
1.7848,2.1909,2.4694,5.5818
2.1842,2.7113,3.0776,6.812
1.9092,2.5226,2.7524,6.2432
1.8137,2.1882,2.3865,5.5635
2.0328,2.7528,3.2179,7.4401
2.4198,3.2669,3.7091,8.5671
2.0017,2.6088,2.9597,6.5599
2.3135,2.9361,3.16,7.4854
2.3937,3.1318,3.4386,7.7978
1.9923,2.3607,2.6095,6.0479
1.9819,2.5645,2.8912,6.3148
1.7399,2.4447,3.2596,7.4115
1.6328,2.11,2.3512,5.6697
1.9808,2.5785,2.8445,6.7807
1.9888,2.7006,3.0223,6.7493
2.3543,2.9339,3.28,7.4377
2.4979,3.2285,3.6561,7.9762
2.7393,3.4406,3.7346,8.6619
1.548,2.0574,2.4538,5.6889
1.9687,2.6259,3.029,7.0373
2.106,2.8889,3.2998,7.3294
2.0257,2.5426,2.8763,6.4919
1.9617,2.5643,2.809,6.403
2.3284,2.9941,3.3007,7.4749
1.9634,2.4554,2.7427,6.1341
1.754,2.4222,3.0712,7.1275
2.1942,3.1401,3.7698,8.1016
1.8592,2.2705,2.4338,5.9651
2.0922,2.6724,2.9187,6.794
2.4693,3.1371,3.4546,7.9217
1.9006,2.3645,2.65,5.93
2.3133,2.8824,3.2554,7.1816
1.8341,2.531,3.0222,7.2403
1.8434,2.349,2.6023,6.3115
1.8311,2.4822,2.7948,6.2358
2.2035,2.9342,3.2836,7.3502
1.6943,2.0902,2.3676,5.2714
2.4151,2.9535,3.1897,7.5153
2.3406,3.0624,3.388,7.5606
1.8269,2.3763,2.7787,6.5944
2.0661,2.769,3.1805,7.2308
2.4158,3.2245,3.6533,8.2533
1.8452,2.363,2.5766,5.9633
2.2367,2.8411,3.121,7.1495
2.2876,3.0112,3.3634,7.416
1.9298,2.2977,2.5863,5.8402
1.6874,2.3078,2.8006,6.2252
1.9765,2.6393,2.9265,6.9983
2.1015,2.6479,2.9165,6.8199
2.4945,3.1541,3.4968,8.0253
2.2067,3.0356,3.4633,7.364
2.2225,2.7814,3.1671,6.918
2.1811,2.8014,3.0398,6.9837
2.0699,2.8565,3.3477,7.9862
1.6,2.0295,2.2672,5.2464
2.0002,2.5623,2.8606,6.5517
2.1212,2.8066,3.1709,6.956
1.8493,2.2115,2.3762,5.6956
1.8126,2.3584,2.6067,5.8373
2.7132,3.4684,3.8541,8.6019
1.7312,2.3495,2.9915,6.8733
2.1635,2.9392,3.5236,8.0813
2.1424,2.9498,3.2882,7.59
1.8988,2.3227,2.5371,6.0352
2.1182,2.7005,2.9975,6.8024
2.4752,3.138,3.5109,7.8494
1.7981,2.303,2.6295,5.6822
1.6408,2.24,2.7625,6.6528
1.8567,2.5779,3.0121,6.913
1.8559,2.3765,2.6565,6.2177
2.2986,3.1022,3.5164,7.7106
2.7099,3.5897,4.0614,8.8935
1.9977,2.4293,2.6428,6.1891
2.4126,2.9554,3.2562,7.4658
1.7737,2.5143,3.2207,7.1514
1.8667,2.4317,2.8196,6.4916
2.0476,2.7603,3.1764,7.0056
2.2965,2.9854,3.2116,7.6773
1.869,2.3797,2.607,5.9864
2.2349,2.825,3.1218,7.0819
2.2854,2.9919,3.3554,7.3568
1.8495,2.3821,2.8683,6.739
1.8816,2.5215,2.8244,6.5622
2.2948,3.0516,3.3702,7.868
1.9335,2.436,2.703,6.1855
2.3402,2.9523,3.2981,7.4326
2.2284,3.0013,3.4183,7.3004
2.0532,2.4937,2.7003,6.3367
1.7722,2.429,2.92,6.8375
2.1312,2.9083,3.337,7.805
1.6045,2.0575,2.3292,5.2215
2.0005,2.5714,2.9095,6.4718
2.4592,3.2052,3.499,8.014
2.2557,2.7177,2.9851,6.9301
2.2596,2.922,3.2729,7.2109
2.0994,2.9264,3.6198,8.2948
1.9744,2.6017,3.0125,6.774
2.2528,2.9125,3.1677,7.5756
2.0758,2.8591,3.2029,7.0392
1.892,2.3097,2.5748,5.867
2.0431,2.6225,2.9655,6.4803
2.3956,3.0471,3.4662,7.5072
1.5325,2.0155,2.2762,5.4394
2.2959,3.0274,3.3586,7.9892
2.4273,3.2759,3.6489,8.2941
2.3252,2.8981,3.2262,7.3881
2.2129,2.966,3.3738,7.2446
2.5224,3.2396,3.5162,8.1066
1.8064,2.1696,2.3795,5.5226
1.6609,2.2474,2.851,6.8058
1.85,2.5694,3.0726,6.8804
1.8076,2.291,2.6106,5.9894
1.932,2.4856,2.6965,6.3739
2.2568,2.8847,3.1542,7.3319
2.0297,2.618,2.9337,6.4915
2.4937,3.1755,3.5721,7.8711
1.8883,2.7019,3.6293,7.9745
1.7788,2.2313,2.4704,6.0516
1.9024,2.5255,2.8257,6.453
2.2824,3.0044,3.3451,7.6199
1.9187,2.3991,2.7008,6.0479
2.301,2.8844,3.2699,7.2014
2.0215,2.6982,2.9823,6.6354
1.5853,2.1161,2.5602,6.081
1.8013,2.4618,2.8708,6.5158
2.5928,3.5209,4.0053,9.0903
1.9632,2.4943,2.8489,6.2792
2.2777,2.8344,3.0386,7.2412
2.3879,3.0751,3.3651,7.6805
2.1692,2.5998,2.8681,6.62
1.6911,2.3603,2.9301,6.5064
2.0944,2.9016,3.412,7.6903
1.8142,2.3383,2.5376,6.0302
2.1647,2.7811,3.0316,7.111
2.0797,2.817,3.1469,6.9277
1.7604,2.1056,2.3567,5.3705
2.3791,2.9968,3.3962,7.4339
2.0869,2.8351,3.3515,8.2123
1.7735,2.3008,2.5754,5.986
2.1799,2.8383,3.1572,7.3024
2.2873,3.0645,3.4457,7.6225
2.1628,2.6659,3.0121,6.7377
2.0737,2.6744,2.9203,6.6654
2.4315,3.0928,3.4066,7.7099
1.5676,2.0188,2.3476,5.5257
1.9333,2.526,2.8812,6.6997
1.8399,2.5599,2.9533,6.3174
2.1227,2.6212,2.8417,6.7234
2.2703,2.9291,3.2387,7.3054
2.653,3.383,3.7688,8.4188
2.0512,2.6181,2.9653,6.4688
2.0155,2.7706,3.3808,7.6412
2.1115,2.881,3.1867,7.5428
1.8619,2.2781,2.4702,5.9525
1.8785,2.4691,2.7488,6.1448
2.2628,2.9263,3.268,7.2778
1.8759,2.3427,2.6515,5.8433
2.1376,2.6267,2.8359,6.6466
1.8718,2.6519,3.462,7.9548
2.0201,2.6567,3.0643,7.2514
2.2207,2.9969,3.4106,7.7363
2.5684,3.4337,3.8708,8.7206
1.6884,2.1013,2.2812,5.3309
2.1254,2.6481,2.903,6.6875
2.2036,2.8664,3.1974,7.0771
1.5893,2.1003,2.5946,6.1077
1.762,2.418,2.8781,6.3551
2.0495,2.7346,3.0036,7.1531
1.7948,2.2736,2.4987,5.8106
2.5919,3.2808,3.6333,8.3045
2.3817,3.2358,3.6687,7.8757
2.0951,2.5307,2.879,6.3863
1.7548,2.3752,2.8544,6.798
2.1418,2.8931,3.3172,7.869
1.8137,2.34,2.6298,5.9971
2.191,2.8305,3.1787,7.1755
2.2972,3.0479,3.4602,7.5117
2.0384,2.4601,2.6376,6.3065
1.8647,2.4745,2.7412,6.0878
1.7543,2.4678,3.0927,7.1644
1.9285,2.4934,2.8492,6.5355
2.3432,3.0568,3.4606,7.8722
2.2141,2.9715,3.2488,7.4381
2.1292,2.6156,2.855,6.6713
2.2711,2.9094,3.2322,7.2384
2.6248,3.3303,3.7301,8.2638
1.6685,2.2883,2.8049,6.1863
1.9987,2.6735,2.9727,7.1127
2.1042,2.8805,3.2053,7.3083
1.7464,2.0993,2.3207,5.4371
1.8563,2.3912,2.6938,5.9381
2.7131,3.4619,3.9201,8.5682
2.0801,2.5147,2.7314,6.3953
2.0386,2.7164,3.1826,7.6594
2.0215,2.827,3.2688,7.2031
2.0262,2.5818,2.906,6.6146
2.164,2.8664,3.2607,7.0973
2.4384,3.1193,3.3942,7.8631
1.7134,2.1057,2.3295,5.3139
2.1312,2.6316,2.9389,6.5958
1.8387,2.5515,3.0938,6.9681
1.7981,2.2874,2.6242,6.0119
2.1248,2.8075,3.0599,7.1039
2.5388,3.3042,3.6095,8.3452
2.1364,2.6758,2.9628,6.7297
2.5287,3.162,3.5335,7.9056
2.3863,3.1909,3.6254,7.7583
1.5566,2.0208,2.3788,5.8994
1.8435,2.4519,2.8065,6.6484
2.1873,2.91,3.2602,7.6605
1.6935,2.2081,2.4962,5.5304
2.0977,2.7124,3.065,6.7682
2.0702,2.7193,2.9695,6.7635
2.4038,2.9269,3.211,7.4196
1.8424,2.5837,3.2955,7.4312
2.2748,3.1679,3.768,8.5961
1.8312,2.301,2.6253,5.9506
2.1552,2.6958,2.9122,6.9792
2.067,2.7653,3.0753,6.8357
1.9556,2.3785,2.6471,6.0355
2.106,2.692,3.0386,6.6555
1.8329,2.5679,3.3501,7.636
1.6352,2.1404,2.3986,5.6495
1.9841,2.6029,2.8871,6.7592
2.5582,3.4339,3.8404,8.6059
2.1513,2.5836,2.905,6.6254
2.1064,2.7723,3.1772,6.7787
2.4233,3.0633,3.3138,7.689
1.6588,2.181,2.5447,6.0538
2.0458,2.7064,3.0715,7.2534
2.0606,2.8428,3.2325,7.1411
2.0258,2.5564,2.8809,6.492
2.0808,2.6652,2.8872,6.7159
2.4067,3.0513,3.3413,7.662
1.6581,2.0615,2.2977,5.1649
2.0426,2.7599,3.3443,7.7416
2.2495,3.1091,3.6376,8.0789
2.0736,2.5777,2.7814,6.7467
2.1413,2.8045,3.095,7.0368
2.5174,3.2516,3.6073,8.1317
2.1314,2.6612,2.9928,6.6532
2.4904,3.1085,3.5245,7.7186
1.7525,2.4892,2.987,6.7356
1.637,2.0433,2.2665,5.391
1.8329,2.3968,2.6849,6.0755
2.1815,2.8322,3.1758,7.1218
2.0634,2.6175,2.9872,6.5065
2.4109,2.9965,3.2671,7.5585
2.4763,3.2061,3.5571,7.929
1.9258,2.5168,2.9368,6.9355
1.9581,2.6983,3.1269,6.8361
2.3467,3.1876,3.6342,8.0053
1.7406,2.1296,2.2853,5.4643
2.1351,2.6313,2.8616,6.6937
2.0839,2.7389,3.0479,6.7499
1.9464,2.353,2.6314,5.9457
1.5756,2.1868,2.8641,6.5062
2.3063,3.1242,3.5589,8.7178
1.9024,2.5106,2.7952,6.4168
2.3178,3.0366,3.3646,7.7196
2.3788,3.2088,3.6059,7.9155
2.065,2.495,2.8192,6.3347
2.0081,2.5648,2.7938,6.4034
1.7923,2.4894,3.1471,7.4847
1.7279,2.2538,2.5783,6.0157
2.0774,2.7277,3.0765,7.1092
1.9864,2.754,3.1518,6.7683
1.905,2.3667,2.5603,6.0376
2.4497,3.1639,3.4903,7.8769
2.8184,3.5947,3.9987,8.9349
1.6122,2.1,2.5244,5.8008
2.0364,2.6904,3.145,7.1776
2.1462,2.8479,3.128,7.3604
1.9631,2.3908,2.6171,6.2037
1.9075,2.5257,2.8414,6.2284
2.3142,3.004,3.3838,7.4162
1.9125,2.4071,2.7468,5.9662
1.7249,2.3262,2.7322,6.721
1.8128,2.5227,2.8832,6.5852
1.9879,2.4514,2.7044,6.3967
2.2181,2.8543,3.1902,7.1982
2.5966,3.3209,3.7327,8.3076
1.8482,2.3112,2.5064,5.8187
2.2722,2.8295,3.1007,7.1085
1.8863,2.6374,3.223,7.38
1.9172,2.4758,2.814,6.5714
1.9787,2.6804,3.0611,6.7177
2.2532,2.9396,3.1814,7.4809
1.7426,2.1185,2.3202,5.4077
2.1154,2.5944,2.875,6.555
2.3371,3.1385,3.5591,7.6377
1.9037,2.5092,3.0001,6.864
2.0457,2.7251,3.0233,7.1146
2.4035,3.18,3.5016,8.1871
1.9621,2.5298,2.8247,6.3373
2.3527,3.0082,3.3758,7.5023
2.4002,3.1761,3.6087,7.7564
1.8367,2.1497,2.3342,5.5429
1.6354,2.2047,2.5671,5.8894
1.9947,2.6817,3.0416,6.9998
1.7138,2.1679,2.4459,5.5263
2.5725,3.2693,3.7013,8.2313
2.3966,3.1384,3.4076,7.8267
2.2465,2.7211,2.9672,6.923
2.3936,3.0246,3.3535,7.5335
1.5984,2.1002,2.4632,5.4836
1.9429,2.5153,2.7386,6.5769
2.0555,2.7479,3.0326,6.9222
1.9327,2.365,2.6106,6.0519
1.9405,2.5464,2.8707,6.2689
2.3134,2.9848,3.3771,7.3487
1.8247,2.4372,2.8987,6.9888
2.2404,2.9951,3.4171,8.1799
2.1694,3.0415,3.4715,7.6462
1.9892,2.4662,2.7636,6.3212
2.17,2.8143,3.1937,6.9825
2.4438,3.0796,3.3427,7.7716
1.888,2.3608,2.6084,5.9142
1.781,2.4355,3.0206,7.077
2.0008,2.7816,3.2755,7.3699
1.9778,2.5416,2.8908,6.5873
1.8235,2.4551,2.7124,6.1168
2.6864,3.5341,3.9027,8.819
1.9748,2.412,2.6961,6.0979
2.4249,2.9874,3.3689,7.4796
1.8894,2.6712,3.3911,7.3935
1.8342,2.3151,2.5219,6.1919
2.0376,2.6636,2.9273,6.8483
2.3827,3.0925,3.4066,7.8702
1.8407,2.3684,2.6631,5.8873
2.2394,2.8539,3.2234,7.0756
2.1854,2.8407,3.0947,7.0599
1.5532,1.979,2.2608,5.5111
2.0857,2.7852,3.1658,7.2319
2.4755,3.2907,3.6965,8.4219
2.1092,2.6508,2.9979,6.7032
2.4002,2.971,3.2061,7.5812
2.1412,2.8928,3.2263,7.0827
2.1253,2.623,2.9195,6.5842
1.8462,2.5591,3.1031,6.9666
2.2107,3.0467,3.539,7.9847
1.6442,2.0782,2.2666,5.3188
2.0301,2.5704,2.8216,6.5339
2.1271,2.7851,3.1082,6.9004
2.4024,2.9113,3.2751,7.3595
2.2693,3.0073,3.4426,7.318
2.1475,2.9585,3.4568,8.2044
1.9752,2.5849,2.8918,6.7051
2.3411,3.0595,3.4081,7.8292
2.2674,3.1039,3.5191,7.6084
1.8988,2.2807,2.5974,5.8016
