f.1,f.2,f.3,f.4
2.2979,2.9729,3.2622,7.375
1.7713,2.2846,2.636,6.1536
2.037,2.8319,3.2634,6.9544
2.0475,2.6329,2.8863,6.5779
1.5024,2.0569,2.5863,5.867
2.3845,3.248,3.5793,8.421
2.0467,2.6653,2.9715,6.6327
2.004,2.4806,2.8145,6.2009
1.9226,2.6637,3.078,7.0521
2.0767,2.73,3.0652,6.8694
1.5605,1.949,2.1276,4.9049
1.9494,2.7321,3.4186,7.754
2.0492,2.7825,3.2017,6.9763
2.0163,2.5337,2.7942,6.3923
2.1384,2.9112,3.3137,7.0526
1.7588,2.3241,2.5654,6.1318
2.1106,2.69,2.9821,6.7905
2.6035,3.4185,3.8649,8.3902
1.8186,2.5343,3.0261,6.8704
1.7166,2.1368,2.3995,5.4898
2.0198,2.6468,2.8913,6.5917
2.032,2.5593,2.8513,6.3757
1.9604,2.5984,3.0042,6.6363
2.3864,3.1751,3.5084,7.93
2.093,2.678,3.025,6.6245
1.5175,2.0061,2.4199,5.8616
1.8397,2.5789,2.971,6.4947
2.4189,3.212,3.6617,7.9137
1.8945,2.3378,2.5637,5.8953
2.0543,2.8386,3.3532,7.6038
1.9086,2.53,2.7667,6.3625
1.9411,2.4426,2.7139,6.119
1.6824,2.4136,3.1726,6.9423
2.1381,2.7682,3.0587,7.1618
1.8661,2.3812,2.6903,5.9352
2.2687,2.9463,3.2266,7.3138
1.8503,2.5319,2.9309,6.5932
1.7453,2.1687,2.4648,5.5118
2.3571,3.1309,3.4899,7.6998
1.9368,2.6619,3.2765,7.3952
1.8866,2.422,2.6186,6.2247
2.3553,3.0947,3.4242,7.7005
1.8921,2.4873,2.832,6.0824
1.6455,2.1249,2.3588,5.5532
2.3538,3.2073,3.6182,7.8997
2.3188,2.9564,3.2112,7.4037
1.5623,2.023,2.3344,5.3862
2.1007,2.8366,3.2289,7.1037
1.9313,2.4905,2.7501,6.2068
2.3131,2.8612,3.2235,7.1528
1.9843,2.7923,3.2706,7.4296
2.0529,2.6768,2.9928,6.7653
1.8914,2.397,2.735,5.9522
1.7038,2.3862,3.0261,7.1232
1.8167,2.4831,2.8308,6.2811
1.9783,2.4224,2.6088,6.2001
2.3307,3.0568,3.4076,7.5289
2.0016,2.7161,3.1932,7.2089
1.7556,2.3064,2.5567,5.7704
2.1779,2.9246,3.2986,7.1481
1.8142,2.4494,2.884,6.7737
1.9255,2.4348,2.7171,6.2753
2.1625,2.9542,3.3809,7.18
2.1418,2.7426,3.0376,6.8106
1.5911,2.0426,2.3429,5.3078
2.0119,2.6189,2.8276,6.6424
2.1308,2.8016,3.1293,6.9005
1.8046,2.4212,2.9071,6.5641
2.0974,2.8796,3.2044,7.2367
2.0597,2.6243,2.9418,6.5487
1.7064,2.1382,2.3291,5.3633
2.3178,3.1887,3.632,8.2377
2.2648,3.0274,3.4428,7.4593
1.8594,2.2279,2.4509,5.685
1.5993,2.2767,3.0121,6.5682
1.8268,2.4172,2.6725,6.2455
1.7359,2.2261,2.4931,5.5646
2.6538,3.5088,3.9973,8.5549
1.8433,2.4819,2.8309,6.5288
1.9109,2.4194,2.7081,6.1459
2.1382,2.816,3.0723,6.9932
1.6998,2.3482,2.9235,6.7861
1.911,2.48,2.8392,6.2781
2.3686,3.1177,3.4393,7.7635
2.1858,2.8519,3.2219,7.0032
1.8381,2.3971,2.6619,6.3571
2.064,2.8471,3.2081,7.0172
1.9789,2.519,2.8668,6.2349
1.7794,2.3376,2.7287,6.3814
2.3447,3.1754,3.6019,8.0396
1.9697,2.608,2.8511,6.4707
1.786,2.1836,2.423,5.5085
1.8729,2.6091,3.0436,6.6508
2.352,3.0354,3.3303,7.6577
2.0539,2.6474,2.9888,6.5379
2.0089,2.8,3.2811,7.6821
1.9526,2.5782,2.8855,6.4938
1.9553,2.4426,2.7725,6.1121
1.9765,2.6636,2.9772,6.509
2.1075,2.9171,3.4814,7.7893
1.7419,2.1608,2.3577,5.54
2.2941,2.9745,3.3264,7.373
1.6141,2.2557,2.9119,6.3628
1.7388,2.2284,2.4459,5.7765
2.4884,3.3542,3.7673,8.259
2.24,2.7754,2.9983,7.0091
1.6892,2.2252,2.5397,5.782
2.1837,2.9663,3.3677,7.3447
1.9916,2.6045,2.8786,6.449
1.5041,1.9651,2.3453,5.4329
2.1492,2.9287,3.2417,7.4013
2.2397,2.8963,3.2274,7.2167
2.0423,2.6058,2.9705,6.4272
2.0727,2.8602,3.2609,7.5276
1.7907,2.3656,2.6837,5.8579
2.0522,2.5105,2.7033,6.3777
1.9797,2.7726,3.3351,7.5544
2.1842,2.9054,3.2918,7.338
1.7078,2.1167,2.3226,5.3486
2.2016,2.8551,3.2097,7.0267
1.7703,2.3539,2.597,6.1017
2.2015,2.7675,3.0677,7.0103
2.2295,3.0752,3.5277,7.4169
1.6397,2.2505,2.8132,6.5502
1.73,2.2697,2.5881,5.7881
2.1196,2.7933,3.0539,6.9964
2.2989,3.0578,3.444,7.4816
1.7811,2.2912,2.6774,6.046
2.1082,2.8174,3.1041,7.0725
2.1546,2.7427,3.0695,6.8303
1.484,1.9946,2.3378,5.4986
1.9747,2.7145,3.0574,6.8911
2.1808,2.8524,3.2404,7.0409
2.0363,2.4946,2.7417,6.3009
1.9585,2.757,3.2368,7.0962
2.0444,2.6702,2.9102,6.7472
1.73,2.144,2.3936,5.3868
2.182,3.0576,3.8226,8.5456
2.0446,2.7699,3.1073,6.9367
2.1048,2.695,3.0442,6.6997
2.2083,2.937,3.2108,7.2492
1.8335,2.4021,2.699,6.2662
1.6654,2.1266,2.4141,5.3146
2.4872,3.2316,3.5596,8.0176
1.9471,2.6826,3.2021,7.1838
1.7798,2.1826,2.3571,5.6603
2.0229,2.7164,3.0513,6.6573
2.0647,2.655,3.0219,6.5253
1.9167,2.5458,2.9329,6.8005
2.4419,3.3216,3.7538,8.3275
2.0175,2.6028,2.8562,6.4886
1.5822,2.1189,2.6245,6.0931
2.0263,2.8258,3.282,7.136
2.059,2.6525,2.9008,6.684
1.8473,2.305,2.5962,5.7602
2.0094,2.7374,3.0999,7.2917
1.9846,2.6242,2.9314,6.5654
1.9889,2.4927,2.8269,6.219
1.6594,2.3574,2.9448,6.6243
2.2034,2.9044,3.2895,7.3997
1.9574,2.4453,2.6634,6.187
2.4465,3.1713,3.5447,7.8259
1.8638,2.5997,3.0738,6.6342
1.7285,2.1504,2.3738,5.4804
2.0413,2.7243,3.0912,6.6487
1.9767,2.6683,3.0816,7.4363
1.9287,2.5303,2.8213,6.3984
2.3841,3.1943,3.6107,7.8337
1.9592,2.4751,2.7206,6.1813
1.715,2.1923,2.4809,5.7301
2.2423,3.035,3.3381,7.5268
2.3125,2.9894,3.3328,7.3988
1.5184,2.0298,2.56,5.7714
2.0559,2.778,3.1123,7.1998
1.9166,2.5514,2.8879,6.2899
1.8495,2.2995,2.5074,5.7912
2.1473,3.0281,3.6024,8.0545
2.2035,2.8797,3.2749,7.2431
1.8244,2.3166,2.5445,5.7957
1.7547,2.4862,3.2095,7.2349
1.8525,2.4907,2.7369,6.375
1.985,2.4049,2.6605,6.151
2.283,3.039,3.4617,7.4008
1.9408,2.5852,2.9231,6.8427
1.882,2.4118,2.7126,6.0712
2.2528,2.9096,3.1713,7.2686
1.5173,2.085,2.5217,5.6394
1.9899,2.565,2.9291,6.5137
2.2236,2.9839,3.3218,7.3526
2.2644,2.916,3.2954,7.182
1.5556,1.9907,2.1768,5.1755
2.0475,2.7169,3.0157,6.7856
2.3396,3.0581,3.4704,7.5045
1.8761,2.4789,2.8515,6.775
2.0946,2.9383,3.3542,7.254
1.9578,2.4714,2.6837,6.2248
1.7548,2.1845,2.438,5.4654
1.8409,2.5724,3.1174,6.9458
2.1645,2.9026,3.2307,7.2687
1.9614,2.4056,2.7106,6.0714
1.7332,2.4239,3.0466,7.0871
2.0049,2.6572,2.9964,6.8536
1.7745,2.3331,2.674,5.7409
2.5733,3.3904,3.7363,8.3734
1.96,2.6599,3.098,6.9517
1.9443,2.4334,2.6258,6.2434
2.1386,2.8874,3.2382,7.063
1.75,2.4473,3.099,6.9168
1.5652,1.9623,2.1629,5.0592
2.5081,3.2756,3.679,8.1288
2.0624,2.6803,2.9449,6.641
1.8432,2.4169,2.75,6.315
2.1501,2.961,3.3837,7.2543
2.0071,2.5237,2.7897,6.3217
1.8384,2.4582,2.9407,6.5906
2.2989,3.0786,3.3534,7.8628
2.2041,2.8849,3.2082,7.1527
1.9605,2.3873,2.7056,6.0016
1.8229,2.5327,2.8769,6.4439
1.959,2.5789,2.9001,6.4089
2.1044,2.6724,2.9161,6.6828
1.8524,2.6392,3.543,8.0678
1.8547,2.4982,2.8897,6.3154
1.804,2.2378,2.4641,5.6859
2.1074,2.8022,3.1735,6.8413
2.1458,2.8866,3.2865,7.7796
1.7939,2.2787,2.559,5.7515
2.3237,3.0751,3.508,7.5165
1.6583,2.2781,2.7638,6.4377
1.8408,2.3802,2.6739,6.1251
1.9685,2.6511,2.9003,6.5732
2.3059,2.9128,3.2344,7.2613
1.8535,2.4404,2.8312,6.3572
2.2854,3.0261,3.3253,7.6342
1.9856,2.6644,3.0199,6.5006
1.4495,1.8557,2.1019,5.0757
2.2481,3.0601,3.4498,7.6882
2.314,2.9842,3.3866,7.3965
1.9228,2.44,2.7062,6.0741
2.0845,2.9032,3.3712,7.5011
1.8561,2.3829,2.5739,6.0261
1.8252,2.2348,2.4705,5.649
2.0078,2.8571,3.501,7.6006
2.1531,2.8506,3.1388,7.2323
1.8302,2.2839,2.565,5.7303
2.2257,2.8439,3.0946,7.0973
1.7011,2.3379,2.7466,6.1942
2.2176,2.8765,3.2643,7.2535
2.4143,3.2216,3.5699,7.9462
1.7384,2.3696,2.9924,6.8801
1.6347,2.1176,2.3354,5.4128
2.1086,2.817,3.1548,6.961
1.9637,2.6007,2.9748,6.3336
1.8152,2.3038,2.5606,6.1275
2.1187,2.895,3.2733,7.1472
2.1039,2.6773,2.9023,6.7173
1.6055,2.165,2.597,5.9814
2.1065,2.9007,3.3135,7.3342
2.1653,2.8412,3.1476,7.0475
2.141,2.6761,3.0142,6.6716
2.0493,2.8378,3.2072,7.3784
2.1953,2.8871,3.2168,7.235
1.6773,2.0827,2.3776,5.2043
1.7511,2.4121,2.8735,6.6492
2.1904,2.9124,3.3047,7.32
2.0685,2.5433,2.7351,6.4812
2.1486,2.9097,3.2668,7.0939
1.8783,2.5046,2.8788,6.4299
1.7029,2.1467,2.3571,5.4243
2.6343,3.4415,3.8673,8.468
1.7348,2.4174,3.0204,7.0076
1.8042,2.2838,2.5546,5.9266
2.1729,2.9262,3.3296,7.1793
2.1232,2.6822,2.9589,6.702
1.6113,2.1768,2.5539,5.6667
2.4146,3.2586,3.5812,8.1985
2.0959,2.6901,3.0152,6.6758
1.6598,2.2022,2.7167,6.1654
1.9542,2.678,2.989,6.7796
2.0599,2.6779,2.9993,6.6609
1.9751,2.4001,2.5975,6.0968
2.1976,2.9912,3.4305,7.9156
1.9972,2.6993,3.0866,6.6349
1.9523,2.4503,2.6992,6.1463
1.7817,2.5423,3.1757,6.9837
1.8427,2.3896,2.6082,6.1386
2.0053,2.5625,2.8701,6.3847
2.4754,3.2745,3.7316,7.9739
1.9755,2.6921,3.0539,6.9463
1.7848,2.1909,2.4694,5.5818
1.9092,2.5226,2.7524,6.2432
2.0328,2.7528,3.2179,7.4401
2.0017,2.6088,2.9597,6.5599
2.3937,3.1318,3.4386,7.7978
1.9819,2.5645,2.8912,6.3148
1.6328,2.11,2.3512,5.6697
1.9888,2.7006,3.0223,6.7493
2.4979,3.2285,3.6561,7.9762
1.548,2.0574,2.4538,5.6889
2.106,2.8889,3.2998,7.3294
1.9617,2.5643,2.809,6.403
1.9634,2.4554,2.7427,6.1341
2.1942,3.1401,3.7698,8.1016
2.0922,2.6724,2.9187,6.794
1.9006,2.3645,2.65,5.93
1.8341,2.531,3.0222,7.2403
1.8311,2.4822,2.7948,6.2358
1.6943,2.0902,2.3676,5.2714
2.3406,3.0624,3.388,7.5606
2.0661,2.769,3.1805,7.2308
1.8452,2.363,2.5766,5.9633
2.2876,3.0112,3.3634,7.416
1.6874,2.3078,2.8006,6.2252
2.1015,2.6479,2.9165,6.8199
2.2067,3.0356,3.4633,7.364
2.1811,2.8014,3.0398,6.9837
1.6,2.0295,2.2672,5.2464
2.1212,2.8066,3.1709,6.956
1.8126,2.3584,2.6067,5.8373
1.7312,2.3495,2.9915,6.8733
2.1424,2.9498,3.2882,7.59
2.1182,2.7005,2.9975,6.8024
1.7981,2.303,2.6295,5.6822
1.8567,2.5779,3.0121,6.913
2.2986,3.1022,3.5164,7.7106
1.9977,2.4293,2.6428,6.1891
1.7737,2.5143,3.2207,7.1514
2.0476,2.7603,3.1764,7.0056
1.869,2.3797,2.607,5.9864
2.2854,2.9919,3.3554,7.3568
1.8816,2.5215,2.8244,6.5622
1.9335,2.436,2.703,6.1855
2.2284,3.0013,3.4183,7.3004
1.7722,2.429,2.92,6.8375
1.6045,2.0575,2.3292,5.2215
2.4592,3.2052,3.499,8.014
2.2596,2.922,3.2729,7.2109
1.9744,2.6017,3.0125,6.774
2.0758,2.8591,3.2029,7.0392
2.0431,2.6225,2.9655,6.4803
1.5325,2.0155,2.2762,5.4394
2.4273,3.2759,3.6489,8.2941
2.2129,2.966,3.3738,7.2446
1.8064,2.1696,2.3795,5.5226
1.85,2.5694,3.0726,6.8804
1.932,2.4856,2.6965,6.3739
2.0297,2.618,2.9337,6.4915
1.8883,2.7019,3.6293,7.9745
1.9024,2.5255,2.8257,6.453
1.9187,2.3991,2.7008,6.0479
2.0215,2.6982,2.9823,6.6354
1.8013,2.4618,2.8708,6.5158
1.9632,2.4943,2.8489,6.2792
2.3879,3.0751,3.3651,7.6805
1.6911,2.3603,2.9301,6.5064
1.8142,2.3383,2.5376,6.0302
2.0797,2.817,3.1469,6.9277
2.3791,2.9968,3.3962,7.4339
1.7735,2.3008,2.5754,5.986
2.2873,3.0645,3.4457,7.6225
2.0737,2.6744,2.9203,6.6654
1.5676,2.0188,2.3476,5.5257
1.8399,2.5599,2.9533,6.3174
2.2703,2.9291,3.2387,7.3054
2.0512,2.6181,2.9653,6.4688
2.1115,2.881,3.1867,7.5428
1.8785,2.4691,2.7488,6.1448
1.8759,2.3427,2.6515,5.8433
1.8718,2.6519,3.462,7.9548
2.2207,2.9969,3.4106,7.7363
1.6884,2.1013,2.2812,5.3309
2.2036,2.8664,3.1974,7.0771
1.762,2.418,2.8781,6.3551
1.7948,2.2736,2.4987,5.8106
2.3817,3.2358,3.6687,7.8757
1.7548,2.3752,2.8544,6.798
1.8137,2.34,2.6298,5.9971
2.2972,3.0479,3.4602,7.5117
1.8647,2.4745,2.7412,6.0878
1.9285,2.4934,2.8492,6.5355
2.2141,2.9715,3.2488,7.4381
2.2711,2.9094,3.2322,7.2384
1.6685,2.2883,2.8049,6.1863
2.1042,2.8805,3.2053,7.3083
1.8563,2.3912,2.6938,5.9381
2.0801,2.5147,2.7314,6.3953
2.0215,2.827,3.2688,7.2031
2.164,2.8664,3.2607,7.0973
1.7134,2.1057,2.3295,5.3139
1.8387,2.5515,3.0938,6.9681
2.1248,2.8075,3.0599,7.1039
2.1364,2.6758,2.9628,6.7297
2.3863,3.1909,3.6254,7.7583
1.8435,2.4519,2.8065,6.6484
1.6935,2.2081,2.4962,5.5304
2.0702,2.7193,2.9695,6.7635
1.8424,2.5837,3.2955,7.4312
1.8312,2.301,2.6253,5.9506
2.067,2.7653,3.0753,6.8357
2.106,2.692,3.0386,6.6555
1.6352,2.1404,2.3986,5.6495
2.5582,3.4339,3.8404,8.6059
2.1064,2.7723,3.1772,6.7787
1.6588,2.181,2.5447,6.0538
2.0606,2.8428,3.2325,7.1411
2.0808,2.6652,2.8872,6.7159
1.6581,2.0615,2.2977,5.1649
2.2495,3.1091,3.6376,8.0789
2.1413,2.8045,3.095,7.0368
2.1314,2.6612,2.9928,6.6532
1.7525,2.4892,2.987,6.7356
1.8329,2.3968,2.6849,6.0755
2.0634,2.6175,2.9872,6.5065
2.4763,3.2061,3.5571,7.929
1.9581,2.6983,3.1269,6.8361
1.7406,2.1296,2.2853,5.4643
2.0839,2.7389,3.0479,6.7499
1.5756,2.1868,2.8641,6.5062
1.9024,2.5106,2.7952,6.4168
2.3788,3.2088,3.6059,7.9155
2.0081,2.5648,2.7938,6.4034
1.7279,2.2538,2.5783,6.0157
1.9864,2.754,3.1518,6.7683
2.4497,3.1639,3.4903,7.8769
1.6122,2.1,2.5244,5.8008
2.1462,2.8479,3.128,7.3604
1.9075,2.5257,2.8414,6.2284
1.9125,2.4071,2.7468,5.9662
1.8128,2.5227,2.8832,6.5852
2.2181,2.8543,3.1902,7.1982
1.8482,2.3112,2.5064,5.8187
1.8863,2.6374,3.223,7.38
1.9787,2.6804,3.0611,6.7177
1.7426,2.1185,2.3202,5.4077
2.3371,3.1385,3.5591,7.6377
2.0457,2.7251,3.0233,7.1146
1.9621,2.5298,2.8247,6.3373
2.4002,3.1761,3.6087,7.7564
1.6354,2.2047,2.5671,5.8894
1.7138,2.1679,2.4459,5.5263
2.3966,3.1384,3.4076,7.8267
2.3936,3.0246,3.3535,7.5335
1.5984,2.1002,2.4632,5.4836
2.0555,2.7479,3.0326,6.9222
1.9405,2.5464,2.8707,6.2689
1.8247,2.4372,2.8987,6.9888
2.1694,3.0415,3.4715,7.6462
2.17,2.8143,3.1937,6.9825
1.888,2.3608,2.6084,5.9142
2.0008,2.7816,3.2755,7.3699
1.8235,2.4551,2.7124,6.1168
1.9748,2.412,2.6961,6.0979
1.8894,2.6712,3.3911,7.3935
2.0376,2.6636,2.9273,6.8483
1.8407,2.3684,2.6631,5.8873
2.1854,2.8407,3.0947,7.0599
2.0857,2.7852,3.1658,7.2319
2.1092,2.6508,2.9979,6.7032
2.1412,2.8928,3.2263,7.0827
1.8462,2.5591,3.1031,6.9666
1.6442,2.0782,2.2666,5.3188
2.1271,2.7851,3.1082,6.9004
2.2693,3.0073,3.4426,7.318
1.9752,2.5849,2.8918,6.7051
2.2674,3.1039,3.5191,7.6084
2.0068,2.4836,2.6807,6.2798
1.395,1.8677,2.2781,5.2388
2.342,3.2288,3.7188,8.2125
2.1829,2.8644,3.1592,7.1424
1.9265,2.3342,2.6225,5.9017
1.8428,2.5402,2.9032,6.7
1.9861,2.5949,2.8907,6.5454
1.8537,2.3611,2.6869,5.8501
2.0412,2.8676,3.5992,8.3758
1.9272,2.6105,2.9908,6.5334
1.8886,2.3599,2.5756,5.9721
2.1439,2.8712,3.2352,7.0074
1.9082,2.6211,3.0859,6.8308
1.8299,2.2818,2.4961,5.8017
2.3865,3.1111,3.4877,7.6753
1.7718,2.3997,2.7825,6.5904
1.8986,2.4221,2.6859,6.223
2.0376,2.8056,3.2053,6.8039
1.9062,2.4047,2.6482,6.0058
1.9019,2.4828,2.8332,6.3963
2.3333,3.0677,3.341,7.7243
2.0877,2.7564,3.0925,6.7687
1.6429,2.1419,2.5305,5.7338
1.9692,2.6568,2.9559,6.6772
2.477,3.1779,3.5797,7.8912
1.9626,2.5094,2.7279,6.2566
2.0042,2.8209,3.368,7.6551
1.9013,2.516,2.8598,6.2929
1.811,2.2219,2.4307,5.6413
1.5528,2.2156,2.9239,6.4407
2.155,2.8656,3.1497,7.4219
1.8508,2.301,2.5585,5.8222
2.3675,3.072,3.4857,7.5429
1.7296,2.3659,2.729,6.1891
1.8379,2.3715,2.6718,5.9757
2.4963,3.3296,3.6642,8.2224
1.8905,2.579,3.1767,7.3376
1.8834,2.4803,2.8522,6.2569
2.271,2.991,3.2812,7.463
2.1255,2.7763,3.1211,6.8242
1.5381,1.9089,2.0782,5.0808
2.1655,2.9449,3.3099,7.2673
2.229,2.8797,3.2692,7.0957
1.6583,2.2075,2.573,5.9832
2.1666,2.9591,3.3498,7.4582
1.7971,2.3227,2.5432,5.7963
2.1621,2.665,2.9755,6.6912
2.1913,3.0653,3.5866,7.8091
2.2443,2.9115,3.2134,7.3257
1.7498,2.2059,2.5031,5.4848
1.603,2.2408,2.8537,6.7693
1.7841,2.4064,2.7187,6.1614
2.2391,2.8507,3.2199,7.1481
2.2917,3.0824,3.4224,7.56
1.8553,2.4809,2.9002,6.6159
1.7247,2.1643,2.3479,5.5395
2.2105,2.8711,3.1956,7.1241
1.8541,2.6194,3.3771,7.3187
1.8266,2.2961,2.5392,5.9431
2.1925,2.9481,3.3382,7.2342
2.1346,2.6928,2.9443,6.7426
1.6679,2.2278,2.5684,5.7815
2.1197,2.8974,3.305,7.1513
2.2034,2.8168,3.095,7.0298
1.7784,2.3539,2.8164,6.5338
2.0006,2.7518,3.0466,6.9308
2.1188,2.7693,3.082,6.8781
1.6901,2.0839,2.3715,5.2146
2.2674,3.0661,3.4592,8.0434
2.1209,2.8148,3.1826,6.9697
2.0231,2.5036,2.7261,6.3226
1.8999,2.6802,3.2534,7.3066
1.9852,2.5936,2.9523,6.5651
1.6442,2.0997,2.3351,5.2352
2.5039,3.3143,3.7574,8.086
1.8839,2.5754,2.9406,6.9077
1.8258,2.2785,2.5145,5.8506
2.0612,2.7901,3.1747,6.7922
1.5846,2.1848,2.7226,6.3979
2.0728,2.7389,3.1063,6.9947
2.4676,3.2502,3.5309,8.162
1.9545,2.528,2.8288,6.2466
1.704,2.2189,2.5851,5.8396
1.9939,2.6914,2.9872,6.7205
2.0622,2.6521,2.9841,6.5698
1.6151,2.1007,2.4221,5.7542
2.1946,2.9634,3.3382,7.5402
2.1071,2.7652,3.1509,6.8109
1.9714,2.4215,2.6447,6.1171
1.8141,2.5728,3.0147,6.5824
2.1822,2.802,3.0319,7.1047
1.9831,2.4948,2.7748,6.2374
1.9814,2.79,3.468,7.7482
1.9286,2.6072,2.9024,6.5546
1.7173,2.0969,2.3551,5.3141
1.984,2.5722,2.8153,6.3831
2.1928,2.9073,3.2879,7.5731
1.9653,2.5637,2.9274,6.3479
2.3456,3.0852,3.4217,7.6129
1.5747,2.18,2.8267,6.3391
1.6988,2.1481,2.3238,5.6306
2.3835,3.2219,3.5964,7.9516
2.4301,3.1423,3.5565,7.7344
1.7048,2.1916,2.4638,5.829
2.2391,2.982,3.3442,7.5054
1.8601,2.452,2.6911,6.0707
1.5396,2.0862,2.552,5.8846
2.2935,3.2348,3.7451,8.0784
2.1492,2.7241,2.9982,6.8627
1.8462,2.3378,2.6466,5.8
1.9532,2.6785,3.0379,7.0801
1.9463,2.5928,2.9088,6.4563
2.1486,2.6285,2.9965,6.6108
1.8627,2.613,3.1537,7.1494
2.0826,2.7738,3.1267,7.0224
1.8756,2.3793,2.5814,5.9875
2.3021,3.0098,3.3523,7.4169
1.7286,2.3545,2.7392,6.0067
2.0888,2.6242,2.88,6.666
2.381,3.1795,3.5909,7.7673
1.9251,2.6198,3.037,7.2262
1.5824,2.0055,2.2479,5.0833
2.0934,2.7718,3.1557,6.7901
2.2614,2.9153,3.2403,7.2144
1.9062,2.5197,2.9604,6.7461
2.0907,2.8544,3.1337,7.1508
2.043,2.5917,2.8734,6.4822
1.5021,2.0198,2.519,5.6892
1.9852,2.6827,2.9844,6.9322
2.1926,2.9483,3.3359,7.237
1.8992,2.3105,2.5069,5.8668
1.9448,2.7017,3.153,7.0808
2.0902,2.7513,3.1215,6.8844
1.8003,2.3032,2.5515,5.7354
2.1009,2.987,3.816,8.534
2.0088,2.6188,2.8775,6.7075
1.985,2.444,2.726,6.1954
2.0834,2.8464,3.2752,6.8654
1.8377,2.4768,2.7817,6.477
1.609,2.0226,2.2659,5.1085
2.422,3.1098,3.3714,7.7797
1.8062,2.4895,2.9697,6.7019
1.9507,2.5349,2.8769,6.4198
2.1511,2.8803,3.1866,7.1113
2.0527,2.5867,2.9085,6.4254
1.8691,2.441,2.6955,6.2826
2.3694,3.1781,3.5499,7.8808
2.211,2.9324,3.3451,7.1483
1.4756,1.9238,2.3097,5.5153
1.8793,2.6031,3.0032,6.5701
1.8963,2.422,2.6111,6.1297
2.1105,2.6515,2.941,6.6279
2.157,3.0174,3.6041,8.089
1.8524,2.4501,2.7109,6.1346
1.8661,2.334,2.6198,5.8441
1.636,2.3001,2.8295,6.5575
2.3491,3.1428,3.5248,8.0461
1.9407,2.4677,2.8095,6.1465
2.3594,3.0614,3.3853,7.5792
1.9191,2.6248,3.0575,6.8182
1.9325,2.4437,2.656,6.2374
2.0299,2.7751,3.1338,6.7506
1.9347,2.6291,3.2237,7.2007
1.8301,2.3186,2.5415,5.9461
2.3463,3.0755,3.4414,7.621
1.993,2.5816,2.8159,6.4126
1.6152,2.0358,2.2777,5.3329
2.4364,3.2709,3.7125,8.0688
2.3535,2.9589,3.2522,7.4189
1.712,2.3179,2.7495,6.105
2.1368,2.896,3.1831,7.3133
1.9169,2.4894,2.787,6.1644
1.8829,2.3357,2.6612,5.8175
2.0486,2.8837,3.4065,7.6242
2.2411,2.9987,3.3928,7.5019
1.7214,2.095,2.2575,5.3389
1.7333,2.4112,3.0519,7.0897
1.7698,2.4106,2.7764,6.049
2.1466,2.6987,2.9584,6.8203
2.403,3.2245,3.6424,7.8598
1.915,2.521,2.809,6.7176
1.7741,2.273,2.5377,5.7227
2.2414,2.9666,3.3695,7.2571
1.6439,2.2736,2.7589,6.3504
2.0014,2.5185,2.8398,6.4907
2.1192,2.8526,3.1545,7.0359
2.1766,2.8039,3.1437,6.9251
1.7806,2.3923,2.7936,6.1374
2.1527,2.8744,3.1568,7.2109
2.1794,2.8262,3.1843,6.9711
1.7551,2.2719,2.5589,6.1857
2.1564,2.9379,3.2958,7.3728
2.2361,2.8936,3.2754,7.1609
1.6501,2.0512,2.266,5.1465
1.9116,2.6228,3.0131,6.7256
2.1801,2.8426,3.1091,7.1246
2.1588,2.688,2.9996,6.733
1.692,2.4441,3.3924,7.3126
1.8944,2.5039,2.8052,6.4908
1.8074,2.3036,2.6034,5.7663
2.6053,3.3432,3.6148,8.3672
1.9116,2.6636,3.1298,6.9882
1.7782,2.216,2.5053,5.6464
2.0646,2.7198,3.0013,6.731
1.6399,2.2525,2.8334,6.4932
1.6041,2.0841,2.2824,5.3402
2.4652,3.2854,3.6597,8.1404
2.1427,2.7575,3.1379,6.7874
1.7675,2.2692,2.5443,6.0306
1.992,2.7508,3.1308,6.7537
2.0105,2.5863,2.8277,6.4545
1.7332,2.2758,2.694,6.2043
2.3142,3.1481,3.6059,7.9421
2.0349,2.6646,2.9323,6.6263
2.0299,2.5423,2.8493,6.339
1.9294,2.668,2.9918,6.9635
1.8961,2.4092,2.6651,6.1041
1.9832,2.5276,2.8789,6.2555
1.9997,2.7795,3.3019,7.6205
2.044,2.7583,3.1255,6.8953
1.7776,2.1531,2.3331,5.5052
2.0174,2.6834,3.0164,6.5632
2.1215,2.906,3.4968,7.7973
2.0269,2.6154,2.8952,6.6345
2.4999,3.3037,3.7235,8.1281
1.5686,2.1528,2.6134,6.139
1.7587,2.2649,2.5255,5.8537
2.06,2.799,3.1773,6.8543
2.4754,3.157,3.4684,7.8734
1.6944,2.1857,2.5144,5.7267
2.1659,2.8482,3.0985,7.2217
2.0465,2.6372,2.9408,6.5449
1.6259,2.1838,2.6987,6.1497
2.2109,3.0919,3.4974,7.7356
2.2036,2.8505,3.2142,7.0782
1.8936,2.367,2.5904,5.9397
2.0592,2.8466,3.2941,7.4609
1.9521,2.6595,3.0505,6.5165
1.7216,2.1063,2.303,5.3391
2.0225,2.8431,3.4876,7.7894
2.1583,2.8169,3.0576,7.2416
1.9018,2.4736,2.7646,6.1299
2.3183,3.0976,3.521,7.5312
1.7192,2.2754,2.5484,5.874
2.1206,2.6402,2.9636,6.6915
2.2566,2.9942,3.2951,7.3867
1.7186,2.3939,3.1211,7.1606
1.7042,2.1814,2.5065,5.6089
